ADMIN2,CONTINENT,INCOME_GRP,count,rate,source,source_country,orientation
Luxembourg,Europe,1. High income: OECD,1,0.00320348539210661,LA Times,United States of America,Center left
Macao S.A.R,Asia,2. High income: nonOECD,15,0.04805228088159918,LA Times,United States of America,Center left
Madagascar,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Malaysia,Asia,3. Upper middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Mali,Africa,5. Low income,37,0.11852895950794463,LA Times,United States of America,Center left
Malta,Europe,2. High income: nonOECD,2,0.00640697078421322,LA Times,United States of America,Center left
Marshall Islands,Oceania,4. Lower middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Mexico,North America,3. Upper middle income,153,0.4901332649923117,LA Times,United States of America,Center left
Monaco,Europe,2. High income: nonOECD,13,0.04164531009738595,LA Times,United States of America,Center left
Morocco,Africa,4. Lower middle income,3,0.00961045617631983,LA Times,United States of America,Center left
Myanmar,Asia,5. Low income,36,0.11532547411583804,LA Times,United States of America,Center left
Namibia,Africa,3. Upper middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Netherlands,Europe,1. High income: OECD,8,0.02562788313685289,LA Times,United States of America,Center left
New Zealand,Oceania,1. High income: OECD,31,0.09930804715530496,LA Times,United States of America,Center left
Nicaragua,North America,4. Lower middle income,16,0.05125576627370579,LA Times,United States of America,Center left
Niger,Africa,5. Low income,9,0.0288313685289595,LA Times,United States of America,Center left
Nigeria,Africa,4. Lower middle income,10,0.03203485392106611,LA Times,United States of America,Center left
Niue,Oceania,3. Upper middle income,10,0.03203485392106611,LA Times,United States of America,Center left
North Korea,Asia,5. Low income,14,0.04484879548949257,LA Times,United States of America,Center left
Norway,Europe,1. High income: OECD,6,0.01922091235263967,LA Times,United States of America,Center left
Oman,Asia,2. High income: nonOECD,53,0.16978472578165044,LA Times,United States of America,Center left
Pakistan,Asia,4. Lower middle income,9,0.0288313685289595,LA Times,United States of America,Center left
Palau,Oceania,3. Upper middle income,12,0.03844182470527935,LA Times,United States of America,Center left
Palestine,Asia,4. Lower middle income,19,0.06086622245002563,LA Times,United States of America,Center left
Panama,North America,3. Upper middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Paraguay,South America,4. Lower middle income,8,0.02562788313685289,LA Times,United States of America,Center left
Peru,South America,3. Upper middle income,7,0.02242439774474628,LA Times,United States of America,Center left
Philippines,Asia,4. Lower middle income,14,0.04484879548949257,LA Times,United States of America,Center left
Poland,Europe,1. High income: OECD,30,0.09610456176319836,LA Times,United States of America,Center left
Portugal,Europe,1. High income: OECD,19,0.06086622245002563,LA Times,United States of America,Center left
Puerto Rico,North America,2. High income: nonOECD,4,0.01281394156842644,LA Times,United States of America,Center left
Qatar,Asia,2. High income: nonOECD,2,0.00640697078421322,LA Times,United States of America,Center left
Republic of Serbia,Europe,3. Upper middle income,4,0.01281394156842644,LA Times,United States of America,Center left
Romania,Europe,3. Upper middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Russia,Europe,3. Upper middle income,93,0.2979241414659149,LA Times,United States of America,Center left
Rwanda,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Saint Helena,Seven seas (open ocean),4. Lower middle income,3,0.00961045617631983,LA Times,United States of America,Center left
San Marino,Europe,2. High income: nonOECD,2,0.00640697078421322,LA Times,United States of America,Center left
Saudi Arabia,Asia,2. High income: nonOECD,9,0.0288313685289595,LA Times,United States of America,Center left
Senegal,Africa,4. Lower middle income,5,0.01601742696053305,LA Times,United States of America,Center left
Sierra Leone,Africa,5. Low income,68,0.2178370066632496,LA Times,United States of America,Center left
Singapore,Asia,2. High income: nonOECD,2,0.00640697078421322,LA Times,United States of America,Center left
Slovenia,Europe,1. High income: OECD,1,0.00320348539210661,LA Times,United States of America,Center left
Solomon Islands,Oceania,4. Lower middle income,2,0.00640697078421322,LA Times,United States of America,Center left
Somalia,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
South Africa,Africa,3. Upper middle income,18,0.05766273705791901,LA Times,United States of America,Center left
South Korea,Asia,1. High income: OECD,83,0.2658892875448488,LA Times,United States of America,Center left
South Sudan,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Spain,Europe,1. High income: OECD,26,0.0832906201947719,LA Times,United States of America,Center left
Sri Lanka,Asia,4. Lower middle income,8,0.02562788313685289,LA Times,United States of America,Center left
Sudan,Africa,4. Lower middle income,13,0.04164531009738595,LA Times,United States of America,Center left
Sweden,Europe,1. High income: OECD,10,0.03203485392106611,LA Times,United States of America,Center left
Switzerland,Europe,1. High income: OECD,7,0.02242439774474628,LA Times,United States of America,Center left
Syria,Asia,4. Lower middle income,5,0.01601742696053305,LA Times,United States of America,Center left
Taiwan,Asia,2. High income: nonOECD,21,0.06727319323423885,LA Times,United States of America,Center left
Thailand,Asia,3. Upper middle income,6,0.01922091235263967,LA Times,United States of America,Center left
Tonga,Oceania,4. Lower middle income,8,0.02562788313685289,LA Times,United States of America,Center left
Trinidad and Tobago,North America,2. High income: nonOECD,1,0.00320348539210661,LA Times,United States of America,Center left
Tunisia,Africa,3. Upper middle income,3,0.00961045617631983,LA Times,United States of America,Center left
Turkey,Asia,3. Upper middle income,18,0.05766273705791901,LA Times,United States of America,Center left
Uganda,Africa,5. Low income,4,0.01281394156842644,LA Times,United States of America,Center left
Ukraine,Europe,4. Lower middle income,26,0.0832906201947719,LA Times,United States of America,Center left
United Arab Emirates,Asia,2. High income: nonOECD,2,0.00640697078421322,LA Times,United States of America,Center left
United Kingdom,Europe,1. High income: OECD,167,0.5349820604818042,LA Times,United States of America,Center left
United Republic of Tanzania,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Vatican,Europe,2. High income: nonOECD,8,0.02562788313685289,LA Times,United States of America,Center left
Venezuela,South America,3. Upper middle income,5,0.01601742696053305,LA Times,United States of America,Center left
Vietnam,Asia,4. Lower middle income,18,0.05766273705791901,LA Times,United States of America,Center left
Yemen,Asia,4. Lower middle income,6,0.01922091235263967,LA Times,United States of America,Center left
Zambia,Africa,4. Lower middle income,1,0.00320348539210661,LA Times,United States of America,Center left
Zimbabwe,Africa,5. Low income,1,0.00320348539210661,LA Times,United States of America,Center left
Afghanistan,Asia,5. Low income,94,1.2773474656882728,Le Monde,France,Center left
Albania,Europe,4. Lower middle income,3,0.04076640847941296,Le Monde,France,Center left
Algeria,Africa,3. Upper middle income,65,0.8832721837206143,Le Monde,France,Center left
Andorra,Europe,2. High income: nonOECD,14,0.19024323957059383,Le Monde,France,Center left
Angola,Africa,3. Upper middle income,1,0.01358880282647098,Le Monde,France,Center left
Antarctica,Antarctica,2. High income: nonOECD,3,0.04076640847941296,Le Monde,France,Center left
Argentina,South America,3. Upper middle income,6,0.08153281695882593,Le Monde,France,Center left
Armenia,Asia,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Australia,Oceania,1. High income: OECD,53,0.7202065498029623,Le Monde,France,Center left
Austria,Europe,1. High income: OECD,15,0.2038320423970648,Le Monde,France,Center left
Bahrain,Asia,2. High income: nonOECD,2,0.02717760565294197,Le Monde,France,Center left
Bangladesh,Asia,5. Low income,2,0.02717760565294197,Le Monde,France,Center left
Barbados,North America,2. High income: nonOECD,5,0.06794401413235494,Le Monde,France,Center left
Belgium,Europe,1. High income: OECD,54,0.7337953526294333,Le Monde,France,Center left
Bermuda,North America,2. High income: nonOECD,2,0.02717760565294197,Le Monde,France,Center left
Bolivia,South America,4. Lower middle income,2,0.02717760565294197,Le Monde,France,Center left
Bosnia and Herzegovina,Europe,3. Upper middle income,3,0.04076640847941296,Le Monde,France,Center left
Brazil,South America,3. Upper middle income,27,0.36689767631471665,Le Monde,France,Center left
Brunei,Asia,2. High income: nonOECD,4,0.05435521130588395,Le Monde,France,Center left
Bulgaria,Europe,3. Upper middle income,9,0.12229922543823887,Le Monde,France,Center left
Burkina Faso,Africa,5. Low income,19,0.25818725370294876,Le Monde,France,Center left
Burundi,Africa,5. Low income,2,0.02717760565294197,Le Monde,France,Center left
Cambodia,Asia,5. Low income,3,0.04076640847941296,Le Monde,France,Center left
Cameroon,Africa,4. Lower middle income,23,0.3125424650088327,Le Monde,France,Center left
Canada,North America,1. High income: OECD,62,0.8425057752412013,Le Monde,France,Center left
Central African Republic,Africa,5. Low income,1,0.01358880282647098,Le Monde,France,Center left
Chad,Africa,5. Low income,5,0.06794401413235494,Le Monde,France,Center left
Chile,South America,3. Upper middle income,11,0.14947683109118087,Le Monde,France,Center left
China,Asia,3. Upper middle income,105,1.4268242967794538,Le Monde,France,Center left
Colombia,South America,3. Upper middle income,7,0.09512161978529692,Le Monde,France,Center left
Croatia,Europe,2. High income: nonOECD,8,0.1087104226117679,Le Monde,France,Center left
Cuba,North America,3. Upper middle income,14,0.19024323957059383,Le Monde,France,Center left
Democratic Republic of the Congo,Africa,5. Low income,39,0.5299633102323685,Le Monde,France,Center left
Denmark,Europe,1. High income: OECD,15,0.2038320423970648,Le Monde,France,Center left
Djibouti,Africa,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Egypt,Africa,4. Lower middle income,6,0.08153281695882593,Le Monde,France,Center left
El Salvador,North America,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Equatorial Guinea,Africa,2. High income: nonOECD,1,0.01358880282647098,Le Monde,France,Center left
Eritrea,Africa,5. Low income,1,0.01358880282647098,Le Monde,France,Center left
Estonia,Europe,1. High income: OECD,3,0.04076640847941296,Le Monde,France,Center left
eSwatini,Africa,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Ethiopia,Africa,5. Low income,28,0.38048647914118766,Le Monde,France,Center left
Faroe Islands,Europe,2. High income: nonOECD,2,0.02717760565294197,Le Monde,France,Center left
Fiji,Oceania,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Finland,Europe,1. High income: OECD,13,0.17665443674412284,Le Monde,France,Center left
French Southern and Antarctic Lands,Seven seas (open ocean),2. High income: nonOECD,1,0.01358880282647098,Le Monde,France,Center left
Gabon,Africa,3. Upper middle income,2,0.02717760565294197,Le Monde,France,Center left
Gambia,Africa,5. Low income,1,0.01358880282647098,Le Monde,France,Center left
Georgia,Asia,4. Lower middle income,14,0.19024323957059383,Le Monde,France,Center left
Germany,Europe,1. High income: OECD,31,0.42125288762060065,Le Monde,France,Center left
Ghana,Africa,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Grenada,North America,3. Upper middle income,3,0.04076640847941296,Le Monde,France,Center left
Guatemala,North America,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Guernsey,Europe,2. High income: nonOECD,1,0.01358880282647098,Le Monde,France,Center left
Guinea,Africa,5. Low income,14,0.19024323957059383,Le Monde,France,Center left
Guinea-Bissau,Africa,5. Low income,1,0.01358880282647098,Le Monde,France,Center left
Guyana,South America,4. Lower middle income,4,0.05435521130588395,Le Monde,France,Center left
Haiti,North America,5. Low income,8,0.1087104226117679,Le Monde,France,Center left
Honduras,North America,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Hong Kong S.A.R.,Asia,2. High income: nonOECD,21,0.2853648593558908,Le Monde,France,Center left
India,Asia,4. Lower middle income,197,2.676994156814785,Le Monde,France,Center left
Indonesia,Asia,4. Lower middle income,2,0.02717760565294197,Le Monde,France,Center left
Iran,Asia,3. Upper middle income,113,1.5355347193912217,Le Monde,France,Center left
Iraq,Asia,4. Lower middle income,13,0.17665443674412284,Le Monde,France,Center left
Ireland,Europe,1. High income: OECD,13,0.17665443674412284,Le Monde,France,Center left
Italy,Europe,1. High income: OECD,162,2.2013860578883,Le Monde,France,Center left
Jamaica,North America,3. Upper middle income,10,0.1358880282647099,Le Monde,France,Center left
Japan,Asia,1. High income: OECD,186,2.5275173257236037,Le Monde,France,Center left
Jersey,Europe,2. High income: nonOECD,2,0.02717760565294197,Le Monde,France,Center left
Jordan,Asia,3. Upper middle income,7,0.09512161978529692,Le Monde,France,Center left
Kazakhstan,Asia,3. Upper middle income,1,0.01358880282647098,Le Monde,France,Center left
Kenya,Africa,5. Low income,5,0.06794401413235494,Le Monde,France,Center left
Kosovo,Europe,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Laos,Asia,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Lebanon,Asia,3. Upper middle income,99,1.345291479820628,Le Monde,France,Center left
Liberia,Africa,5. Low income,40,0.5435521130588395,Le Monde,France,Center left
Liechtenstein,Europe,2. High income: nonOECD,1,0.01358880282647098,Le Monde,France,Center left
Luxembourg,Europe,1. High income: OECD,3,0.04076640847941296,Le Monde,France,Center left
Macao S.A.R,Asia,2. High income: nonOECD,5,0.06794401413235494,Le Monde,France,Center left
Madagascar,Africa,5. Low income,8,0.1087104226117679,Le Monde,France,Center left
Malaysia,Asia,3. Upper middle income,3,0.04076640847941296,Le Monde,France,Center left
Mali,Africa,5. Low income,53,0.7202065498029623,Le Monde,France,Center left
Malta,Europe,2. High income: nonOECD,6,0.08153281695882593,Le Monde,France,Center left
Mauritius,Seven seas (open ocean),3. Upper middle income,6,0.08153281695882593,Le Monde,France,Center left
Mexico,North America,3. Upper middle income,17,0.2310096480500068,Le Monde,France,Center left
Monaco,Europe,2. High income: nonOECD,9,0.12229922543823887,Le Monde,France,Center left
Morocco,Africa,4. Lower middle income,51,0.6930289441500204,Le Monde,France,Center left
Mozambique,Africa,5. Low income,1,0.01358880282647098,Le Monde,France,Center left
Namibia,Africa,3. Upper middle income,2,0.02717760565294197,Le Monde,France,Center left
Nepal,Asia,5. Low income,2,0.02717760565294197,Le Monde,France,Center left
Netherlands,Europe,1. High income: OECD,10,0.1358880282647099,Le Monde,France,Center left
New Zealand,Oceania,1. High income: OECD,1,0.01358880282647098,Le Monde,France,Center left
Nicaragua,North America,4. Lower middle income,8,0.1087104226117679,Le Monde,France,Center left
Niger,Africa,5. Low income,30,0.4076640847941296,Le Monde,France,Center left
Nigeria,Africa,4. Lower middle income,24,0.3261312678353037,Le Monde,France,Center left
Niue,Oceania,3. Upper middle income,6,0.08153281695882593,Le Monde,France,Center left
North Korea,Asia,5. Low income,3,0.04076640847941296,Le Monde,France,Center left
Norway,Europe,1. High income: OECD,7,0.09512161978529692,Le Monde,France,Center left
Oman,Asia,2. High income: nonOECD,3,0.04076640847941296,Le Monde,France,Center left
Pakistan,Asia,4. Lower middle income,6,0.08153281695882593,Le Monde,France,Center left
Palau,Oceania,3. Upper middle income,8,0.1087104226117679,Le Monde,France,Center left
Palestine,Asia,4. Lower middle income,18,0.24459845087647775,Le Monde,France,Center left
Panama,North America,3. Upper middle income,1,0.01358880282647098,Le Monde,France,Center left
Paraguay,South America,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Peru,South America,3. Upper middle income,1,0.01358880282647098,Le Monde,France,Center left
Philippines,Asia,4. Lower middle income,4,0.05435521130588395,Le Monde,France,Center left
Poland,Europe,1. High income: OECD,38,0.5163745074058975,Le Monde,France,Center left
Portugal,Europe,1. High income: OECD,23,0.3125424650088327,Le Monde,France,Center left
Qatar,Asia,2. High income: nonOECD,7,0.09512161978529692,Le Monde,France,Center left
Republic of Serbia,Europe,3. Upper middle income,1,0.01358880282647098,Le Monde,France,Center left
Romania,Europe,3. Upper middle income,2,0.02717760565294197,Le Monde,France,Center left
Russia,Europe,3. Upper middle income,124,1.6850115504824026,Le Monde,France,Center left
Rwanda,Africa,5. Low income,13,0.17665443674412284,Le Monde,France,Center left
Saint Helena,Seven seas (open ocean),4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Saint Martin,North America,2. High income: nonOECD,2,0.02717760565294197,Le Monde,France,Center left
Saint Pierre and Miquelon,North America,3. Upper middle income,1,0.01358880282647098,Le Monde,France,Center left
Samoa,Oceania,4. Lower middle income,3,0.04076640847941296,Le Monde,France,Center left
Saudi Arabia,Asia,2. High income: nonOECD,9,0.12229922543823887,Le Monde,France,Center left
Senegal,Africa,4. Lower middle income,16,0.2174208452235358,Le Monde,France,Center left
Sierra Leone,Africa,5. Low income,8,0.1087104226117679,Le Monde,France,Center left
Singapore,Asia,2. High income: nonOECD,2,0.02717760565294197,Le Monde,France,Center left
Slovakia,Europe,1. High income: OECD,4,0.05435521130588395,Le Monde,France,Center left
Somalia,Africa,5. Low income,3,0.04076640847941296,Le Monde,France,Center left
South Africa,Africa,3. Upper middle income,17,0.2310096480500068,Le Monde,France,Center left
South Korea,Asia,1. High income: OECD,21,0.2853648593558908,Le Monde,France,Center left
South Sudan,Africa,5. Low income,7,0.09512161978529692,Le Monde,France,Center left
Spain,Europe,1. High income: OECD,66,0.8968609865470852,Le Monde,France,Center left
Sri Lanka,Asia,4. Lower middle income,7,0.09512161978529692,Le Monde,France,Center left
Sudan,Africa,4. Lower middle income,30,0.4076640847941296,Le Monde,France,Center left
Sweden,Europe,1. High income: OECD,18,0.24459845087647775,Le Monde,France,Center left
Switzerland,Europe,1. High income: OECD,62,0.8425057752412013,Le Monde,France,Center left
Syria,Asia,4. Lower middle income,20,0.2717760565294198,Le Monde,France,Center left
Tajikistan,Asia,5. Low income,2,0.02717760565294197,Le Monde,France,Center left
Thailand,Asia,3. Upper middle income,17,0.2310096480500068,Le Monde,France,Center left
Togo,Africa,5. Low income,2,0.02717760565294197,Le Monde,France,Center left
Tonga,Oceania,4. Lower middle income,1,0.01358880282647098,Le Monde,France,Center left
Tunisia,Africa,3. Upper middle income,41,0.5571409158853106,Le Monde,France,Center left
Turkey,Asia,3. Upper middle income,29,0.3940752819676587,Le Monde,France,Center left
Uganda,Africa,5. Low income,6,0.08153281695882593,Le Monde,France,Center left
Ukraine,Europe,4. Lower middle income,17,0.2310096480500068,Le Monde,France,Center left
United Kingdom,Europe,1. High income: OECD,83,1.127870634597092,Le Monde,France,Center left
United Republic of Tanzania,Africa,5. Low income,4,0.05435521130588395,Le Monde,France,Center left
United States of America,North America,1. High income: OECD,37,0.5027857045794265,Le Monde,France,Center left
Vatican,Europe,2. High income: nonOECD,1,0.01358880282647098,Le Monde,France,Center left
Venezuela,South America,3. Upper middle income,5,0.06794401413235494,Le Monde,France,Center left
Vietnam,Asia,4. Lower middle income,4,0.05435521130588395,Le Monde,France,Center left
Yemen,Asia,4. Lower middle income,8,0.1087104226117679,Le Monde,France,Center left
Zambia,Africa,4. Lower middle income,3,0.04076640847941296,Le Monde,France,Center left
Zimbabwe,Africa,5. Low income,1,0.01358880282647098,Le Monde,France,Center left
Afghanistan,Asia,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Antarctica,Antarctica,2. High income: nonOECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Australia,Oceania,1. High income: OECD,47,2.1490626428898034,New Zealand Herald,New Zealand,Center right
Austria,Europe,1. High income: OECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Bangladesh,Asia,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Barbados,North America,2. High income: nonOECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Belgium,Europe,1. High income: OECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
China,Asia,3. Upper middle income,10,0.4572473708276178,New Zealand Herald,New Zealand,Center right
Colombia,South America,3. Upper middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Cook Islands,Oceania,3. Upper middle income,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Cuba,North America,3. Upper middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Democratic Republic of the Congo,Africa,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Denmark,Europe,1. High income: OECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Eritrea,Africa,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Estonia,Europe,1. High income: OECD,6,0.2743484224965706,New Zealand Herald,New Zealand,Center right
Fiji,Oceania,4. Lower middle income,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Finland,Europe,1. High income: OECD,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
France,Europe,1. High income: OECD,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Germany,Europe,1. High income: OECD,4,0.18289894833104708,New Zealand Herald,New Zealand,Center right
Haiti,North America,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
India,Asia,4. Lower middle income,19,0.8687700045724738,New Zealand Herald,New Zealand,Center right
Indonesia,Asia,4. Lower middle income,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Iran,Asia,3. Upper middle income,28,1.2802926383173296,New Zealand Herald,New Zealand,Center right
Iraq,Asia,4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Ireland,Europe,1. High income: OECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Israel,Asia,1. High income: OECD,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Italy,Europe,1. High income: OECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Japan,Asia,1. High income: OECD,4,0.18289894833104708,New Zealand Herald,New Zealand,Center right
Jordan,Asia,3. Upper middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Liberia,Africa,5. Low income,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Mali,Africa,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Mexico,North America,3. Upper middle income,6,0.2743484224965706,New Zealand Herald,New Zealand,Center right
Monaco,Europe,2. High income: nonOECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Myanmar,Asia,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Netherlands,Europe,1. High income: OECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
New Caledonia,Oceania,2. High income: nonOECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Niue,Oceania,3. Upper middle income,4,0.18289894833104708,New Zealand Herald,New Zealand,Center right
North Korea,Asia,5. Low income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Norway,Europe,1. High income: OECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Oman,Asia,2. High income: nonOECD,9,0.411522633744856,New Zealand Herald,New Zealand,Center right
Palau,Oceania,3. Upper middle income,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Paraguay,South America,4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Philippines,Asia,4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Poland,Europe,1. High income: OECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Portugal,Europe,1. High income: OECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Russia,Europe,3. Upper middle income,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Rwanda,Africa,5. Low income,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Saint Helena,Seven seas (open ocean),4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Saudi Arabia,Asia,2. High income: nonOECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Sierra Leone,Africa,5. Low income,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Singapore,Asia,2. High income: nonOECD,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Solomon Islands,Oceania,4. Lower middle income,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
South Africa,Africa,3. Upper middle income,7,0.3200731595793324,New Zealand Herald,New Zealand,Center right
South Korea,Asia,1. High income: OECD,3,0.1371742112482853,New Zealand Herald,New Zealand,Center right
Spain,Europe,1. High income: OECD,4,0.18289894833104708,New Zealand Herald,New Zealand,Center right
Sweden,Europe,1. High income: OECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
Taiwan,Asia,2. High income: nonOECD,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Thailand,Asia,3. Upper middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Tonga,Oceania,4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Ukraine,Europe,4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
United Arab Emirates,Asia,2. High income: nonOECD,2,0.09144947416552354,New Zealand Herald,New Zealand,Center right
United Kingdom,Europe,1. High income: OECD,35,1.600365797896662,New Zealand Herald,New Zealand,Center right
United States of America,North America,1. High income: OECD,19,0.8687700045724738,New Zealand Herald,New Zealand,Center right
Zambia,Africa,4. Lower middle income,1,0.04572473708276177,New Zealand Herald,New Zealand,Center right
Afghanistan,Asia,5. Low income,818,3.4398654331370895,Der Spiegel,Germany,Center left
Albania,Europe,4. Lower middle income,10,0.04205214465937763,Der Spiegel,Germany,Center left
Algeria,Africa,3. Upper middle income,11,0.04625735912531539,Der Spiegel,Germany,Center left
Andorra,Europe,2. High income: nonOECD,25,0.10513036164844408,Der Spiegel,Germany,Center left
Angola,Africa,3. Upper middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Antarctica,Antarctica,2. High income: nonOECD,9,0.03784693019343986,Der Spiegel,Germany,Center left
Argentina,South America,3. Upper middle income,15,0.06307821698906645,Der Spiegel,Germany,Center left
Armenia,Asia,4. Lower middle income,28,0.11774600504625736,Der Spiegel,Germany,Center left
Australia,Oceania,1. High income: OECD,79,0.3322119428090832,Der Spiegel,Germany,Center left
Austria,Europe,1. High income: OECD,187,0.7863751051303616,Der Spiegel,Germany,Center left
Azerbaijan,Asia,3. Upper middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Bahrain,Asia,2. High income: nonOECD,2,0.00841042893187552,Der Spiegel,Germany,Center left
Bangladesh,Asia,5. Low income,7,0.02943650126156434,Der Spiegel,Germany,Center left
Barbados,North America,2. High income: nonOECD,7,0.02943650126156434,Der Spiegel,Germany,Center left
Belarus,Europe,3. Upper middle income,222,0.9335576114381834,Der Spiegel,Germany,Center left
Belgium,Europe,1. High income: OECD,54,0.22708158116063917,Der Spiegel,Germany,Center left
Benin,Africa,5. Low income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Bhutan,Asia,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Bolivia,South America,4. Lower middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Bosnia and Herzegovina,Europe,3. Upper middle income,10,0.04205214465937763,Der Spiegel,Germany,Center left
Botswana,Africa,3. Upper middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Brazil,South America,3. Upper middle income,72,0.3027754415475189,Der Spiegel,Germany,Center left
Bulgaria,Europe,3. Upper middle income,18,0.07569386038687972,Der Spiegel,Germany,Center left
Burkina Faso,Africa,5. Low income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Burundi,Africa,5. Low income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Cameroon,Africa,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Canada,North America,1. High income: OECD,66,0.27754415475189237,Der Spiegel,Germany,Center left
Central African Republic,Africa,5. Low income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Chile,South America,3. Upper middle income,18,0.07569386038687972,Der Spiegel,Germany,Center left
China,Asia,3. Upper middle income,312,1.312026913372582,Der Spiegel,Germany,Center left
Colombia,South America,3. Upper middle income,14,0.05887300252312868,Der Spiegel,Germany,Center left
Costa Rica,North America,3. Upper middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Croatia,Europe,2. High income: nonOECD,22,0.09251471825063078,Der Spiegel,Germany,Center left
Cuba,North America,3. Upper middle income,35,0.1471825063078217,Der Spiegel,Germany,Center left
Cyprus,Asia,2. High income: nonOECD,1,0.00420521446593776,Der Spiegel,Germany,Center left
