ADMIN2,CONTINENT,INCOME_GRP,count,rate,source,source_country,orientation
Belarus,Europe,3. Upper middle income,222,1.1005899558772494,Der Spiegel,Germany,Center left
Belgium,Europe,1. High income: OECD,54,0.2677110703485201,Der Spiegel,Germany,Center left
Benin,Africa,5. Low income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Bhutan,Asia,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Bolivia,South America,4. Lower middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Bosnia and Herzegovina,Europe,3. Upper middle income,10,0.04957612413861484,Der Spiegel,Germany,Center left
Botswana,Africa,3. Upper middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Brazil,South America,3. Upper middle income,72,0.3569480937980269,Der Spiegel,Germany,Center left
Bulgaria,Europe,3. Upper middle income,18,0.08923702344950672,Der Spiegel,Germany,Center left
Burkina Faso,Africa,5. Low income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Burundi,Africa,5. Low income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Cameroon,Africa,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Canada,North America,1. High income: OECD,66,0.327202419314858,Der Spiegel,Germany,Center left
Central African Republic,Africa,5. Low income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Chile,South America,3. Upper middle income,18,0.08923702344950672,Der Spiegel,Germany,Center left
China,Asia,3. Upper middle income,312,1.5467750731247831,Der Spiegel,Germany,Center left
Colombia,South America,3. Upper middle income,14,0.06940657379406079,Der Spiegel,Germany,Center left
Costa Rica,North America,3. Upper middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Croatia,Europe,2. High income: nonOECD,22,0.10906747310495266,Der Spiegel,Germany,Center left
Cuba,North America,3. Upper middle income,35,0.17351643448515194,Der Spiegel,Germany,Center left
Cyprus,Asia,2. High income: nonOECD,1,0.004957612413861484,Der Spiegel,Germany,Center left
Czechia,Europe,1. High income: OECD,7,0.034703286897030394,Der Spiegel,Germany,Center left
Democratic Republic of the Congo,Africa,5. Low income,70,0.3470328689703039,Der Spiegel,Germany,Center left
Denmark,Europe,1. High income: OECD,61,0.30241435724555055,Der Spiegel,Germany,Center left
Dominica,North America,3. Upper middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Ecuador,South America,3. Upper middle income,11,0.05453373655247633,Der Spiegel,Germany,Center left
Egypt,Africa,4. Lower middle income,12,0.05949134896633781,Der Spiegel,Germany,Center left
El Salvador,North America,4. Lower middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
Equatorial Guinea,Africa,2. High income: nonOECD,1,0.004957612413861484,Der Spiegel,Germany,Center left
Eritrea,Africa,5. Low income,6,0.029745674483168904,Der Spiegel,Germany,Center left
Estonia,Europe,1. High income: OECD,5,0.02478806206930742,Der Spiegel,Germany,Center left
eSwatini,Africa,4. Lower middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Ethiopia,Africa,5. Low income,26,0.1288979227603986,Der Spiegel,Germany,Center left
Finland,Europe,1. High income: OECD,61,0.30241435724555055,Der Spiegel,Germany,Center left
France,Europe,1. High income: OECD,282,1.3980467007089386,Der Spiegel,Germany,Center left
Gabon,Africa,3. Upper middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Gambia,Africa,5. Low income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Georgia,Asia,4. Lower middle income,17,0.08427941103564524,Der Spiegel,Germany,Center left
Greece,Europe,1. High income: OECD,34,0.16855882207129047,Der Spiegel,Germany,Center left
Greenland,North America,2. High income: nonOECD,4,0.019830449655445937,Der Spiegel,Germany,Center left
Grenada,North America,3. Upper middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Guatemala,North America,4. Lower middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Guinea,Africa,5. Low income,14,0.06940657379406079,Der Spiegel,Germany,Center left
Haiti,North America,5. Low income,55,0.27266868276238165,Der Spiegel,Germany,Center left
Honduras,North America,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Hong Kong S.A.R.,Asia,2. High income: nonOECD,841,4.169352040057508,Der Spiegel,Germany,Center left
Iceland,Europe,1. High income: OECD,29,0.14377076000198302,Der Spiegel,Germany,Center left
India,Asia,4. Lower middle income,43,0.21317733379604384,Der Spiegel,Germany,Center left
Indonesia,Asia,4. Lower middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
Iran,Asia,3. Upper middle income,196,0.9716920331168508,Der Spiegel,Germany,Center left
Iraq,Asia,4. Lower middle income,35,0.17351643448515194,Der Spiegel,Germany,Center left
Ireland,Europe,1. High income: OECD,34,0.16855882207129047,Der Spiegel,Germany,Center left
Israel,Asia,1. High income: OECD,140,0.6940657379406078,Der Spiegel,Germany,Center left
Italy,Europe,1. High income: OECD,587,2.910118486936692,Der Spiegel,Germany,Center left
Ivory Coast,Africa,4. Lower middle income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Jamaica,North America,3. Upper middle income,18,0.08923702344950672,Der Spiegel,Germany,Center left
Japan,Asia,1. High income: OECD,174,0.8626245600118984,Der Spiegel,Germany,Center left
Jersey,Europe,2. High income: nonOECD,3,0.014872837241584452,Der Spiegel,Germany,Center left
Jordan,Asia,3. Upper middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Kazakhstan,Asia,3. Upper middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Kenya,Africa,5. Low income,14,0.06940657379406079,Der Spiegel,Germany,Center left
Kiribati,Oceania,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Kosovo,Europe,4. Lower middle income,7,0.034703286897030394,Der Spiegel,Germany,Center left
Kuwait,Asia,2. High income: nonOECD,3,0.014872837241584452,Der Spiegel,Germany,Center left
Laos,Asia,4. Lower middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Lebanon,Asia,3. Upper middle income,301,1.4922413365723066,Der Spiegel,Germany,Center left
Liberia,Africa,5. Low income,19,0.0941946358633682,Der Spiegel,Germany,Center left
Liechtenstein,Europe,2. High income: nonOECD,7,0.034703286897030394,Der Spiegel,Germany,Center left
Luxembourg,Europe,1. High income: OECD,8,0.039660899310891874,Der Spiegel,Germany,Center left
Macao S.A.R,Asia,2. High income: nonOECD,1,0.004957612413861484,Der Spiegel,Germany,Center left
Madagascar,Africa,5. Low income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Malawi,Africa,5. Low income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Malaysia,Asia,3. Upper middle income,7,0.034703286897030394,Der Spiegel,Germany,Center left
Mali,Africa,5. Low income,89,0.4412275048336721,Der Spiegel,Germany,Center left
Malta,Europe,2. High income: nonOECD,5,0.02478806206930742,Der Spiegel,Germany,Center left
Mauritius,Seven seas (open ocean),3. Upper middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Mexico,North America,3. Upper middle income,68,0.33711764414258094,Der Spiegel,Germany,Center left
Monaco,Europe,2. High income: nonOECD,112,0.5552525903524863,Der Spiegel,Germany,Center left
Montenegro,Europe,3. Upper middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Morocco,Africa,4. Lower middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
Mozambique,Africa,5. Low income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Myanmar,Asia,5. Low income,28,0.13881314758812158,Der Spiegel,Germany,Center left
Namibia,Africa,3. Upper middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
Nauru,Oceania,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Nepal,Asia,5. Low income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Netherlands,Europe,1. High income: OECD,79,0.3916513806950572,Der Spiegel,Germany,Center left
New Zealand,Oceania,1. High income: OECD,28,0.13881314758812158,Der Spiegel,Germany,Center left
Niger,Africa,5. Low income,102,0.5056764662138714,Der Spiegel,Germany,Center left
Nigeria,Africa,4. Lower middle income,23,0.11402508551881414,Der Spiegel,Germany,Center left
Niue,Oceania,3. Upper middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
North Korea,Asia,5. Low income,44,0.2181349462099053,Der Spiegel,Germany,Center left
North Macedonia,Europe,3. Upper middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
Norway,Europe,1. High income: OECD,45,0.2230925586237668,Der Spiegel,Germany,Center left
Oman,Asia,2. High income: nonOECD,39,0.1933468841405979,Der Spiegel,Germany,Center left
Pakistan,Asia,4. Lower middle income,20,0.09915224827722968,Der Spiegel,Germany,Center left
Palau,Oceania,3. Upper middle income,11,0.05453373655247633,Der Spiegel,Germany,Center left
Palestine,Asia,4. Lower middle income,21,0.10410986069109118,Der Spiegel,Germany,Center left
Panama,North America,3. Upper middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Papua New Guinea,Oceania,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Paraguay,South America,4. Lower middle income,8,0.039660899310891874,Der Spiegel,Germany,Center left
Peru,South America,3. Upper middle income,11,0.05453373655247633,Der Spiegel,Germany,Center left
Philippines,Asia,4. Lower middle income,16,0.07932179862178375,Der Spiegel,Germany,Center left
Poland,Europe,1. High income: OECD,231,1.145208467602003,Der Spiegel,Germany,Center left
Portugal,Europe,1. High income: OECD,50,0.2478806206930742,Der Spiegel,Germany,Center left
Qatar,Asia,2. High income: nonOECD,1,0.004957612413861484,Der Spiegel,Germany,Center left
Republic of Serbia,Europe,3. Upper middle income,13,0.0644489613801993,Der Spiegel,Germany,Center left
Romania,Europe,3. Upper middle income,20,0.09915224827722968,Der Spiegel,Germany,Center left
Russia,Europe,3. Upper middle income,321,1.5913935848495364,Der Spiegel,Germany,Center left
Rwanda,Africa,5. Low income,23,0.11402508551881414,Der Spiegel,Germany,Center left
Saint Helena,Seven seas (open ocean),4. Lower middle income,10,0.04957612413861484,Der Spiegel,Germany,Center left
Samoa,Oceania,4. Lower middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
San Marino,Europe,2. High income: nonOECD,2,0.009915224827722969,Der Spiegel,Germany,Center left
Saudi Arabia,Asia,2. High income: nonOECD,16,0.07932179862178375,Der Spiegel,Germany,Center left
Senegal,Africa,4. Lower middle income,71,0.3519904813841654,Der Spiegel,Germany,Center left
Sierra Leone,Africa,5. Low income,20,0.09915224827722968,Der Spiegel,Germany,Center left
Slovakia,Europe,1. High income: OECD,3,0.014872837241584452,Der Spiegel,Germany,Center left
Solomon Islands,Oceania,4. Lower middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Somalia,Africa,5. Low income,8,0.039660899310891874,Der Spiegel,Germany,Center left
South Africa,Africa,3. Upper middle income,52,0.2577958455207972,Der Spiegel,Germany,Center left
South Korea,Asia,1. High income: OECD,94,0.4660155669029795,Der Spiegel,Germany,Center left
South Sudan,Africa,5. Low income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Spain,Europe,1. High income: OECD,101,0.5007188538000099,Der Spiegel,Germany,Center left
Sri Lanka,Asia,4. Lower middle income,20,0.09915224827722968,Der Spiegel,Germany,Center left
Sudan,Africa,4. Lower middle income,21,0.10410986069109118,Der Spiegel,Germany,Center left
Sweden,Europe,1. High income: OECD,51,0.2528382331069357,Der Spiegel,Germany,Center left
Switzerland,Europe,1. High income: OECD,135,0.6692776758713004,Der Spiegel,Germany,Center left
Syria,Asia,4. Lower middle income,16,0.07932179862178375,Der Spiegel,Germany,Center left
Taiwan,Asia,2. High income: nonOECD,34,0.16855882207129047,Der Spiegel,Germany,Center left
Tajikistan,Asia,5. Low income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Thailand,Asia,3. Upper middle income,20,0.09915224827722968,Der Spiegel,Germany,Center left
Tonga,Oceania,4. Lower middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Trinidad and Tobago,North America,2. High income: nonOECD,1,0.004957612413861484,Der Spiegel,Germany,Center left
Tunisia,Africa,3. Upper middle income,18,0.08923702344950672,Der Spiegel,Germany,Center left
Turkey,Asia,3. Upper middle income,139,0.6891081255267463,Der Spiegel,Germany,Center left
Uganda,Africa,5. Low income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Ukraine,Europe,4. Lower middle income,77,0.3817361558673343,Der Spiegel,Germany,Center left
United Arab Emirates,Asia,2. High income: nonOECD,14,0.06940657379406079,Der Spiegel,Germany,Center left
United Kingdom,Europe,1. High income: OECD,783,3.881810520053542,Der Spiegel,Germany,Center left
United States of America,North America,1. High income: OECD,652,3.2323632938376883,Der Spiegel,Germany,Center left
Uzbekistan,Asia,4. Lower middle income,3,0.014872837241584452,Der Spiegel,Germany,Center left
Venezuela,South America,3. Upper middle income,1,0.004957612413861484,Der Spiegel,Germany,Center left
Vietnam,Asia,4. Lower middle income,2,0.009915224827722969,Der Spiegel,Germany,Center left
Yemen,Asia,4. Lower middle income,10,0.04957612413861484,Der Spiegel,Germany,Center left
Zambia,Africa,4. Lower middle income,4,0.019830449655445937,Der Spiegel,Germany,Center left
Afghanistan,Asia,5. Low income,6,0.12698412698412698,Süddeutsche Zeitung,Germany,Center left
Antarctica,Antarctica,2. High income: nonOECD,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Argentina,South America,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Australia,Oceania,1. High income: OECD,5,0.10582010582010584,Süddeutsche Zeitung,Germany,Center left
Austria,Europe,1. High income: OECD,15,0.31746031746031744,Süddeutsche Zeitung,Germany,Center left
Belarus,Europe,3. Upper middle income,9,0.1904761904761905,Süddeutsche Zeitung,Germany,Center left
Belgium,Europe,1. High income: OECD,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
Benin,Africa,5. Low income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Bermuda,North America,2. High income: nonOECD,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Brazil,South America,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Canada,North America,1. High income: OECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Chile,South America,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
China,Asia,3. Upper middle income,20,0.4232804232804233,Süddeutsche Zeitung,Germany,Center left
Colombia,South America,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Costa Rica,North America,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Democratic Republic of the Congo,Africa,5. Low income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
El Salvador,North America,4. Lower middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Finland,Europe,1. High income: OECD,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
France,Europe,1. High income: OECD,8,0.16931216931216933,Süddeutsche Zeitung,Germany,Center left
Georgia,Asia,4. Lower middle income,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
Greece,Europe,1. High income: OECD,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Hong Kong S.A.R.,Asia,2. High income: nonOECD,89,1.8835978835978835,Süddeutsche Zeitung,Germany,Center left
Iceland,Europe,1. High income: OECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Iran,Asia,3. Upper middle income,8,0.16931216931216933,Süddeutsche Zeitung,Germany,Center left
Ireland,Europe,1. High income: OECD,5,0.10582010582010584,Süddeutsche Zeitung,Germany,Center left
Israel,Asia,1. High income: OECD,4,0.08465608465608467,Süddeutsche Zeitung,Germany,Center left
Italy,Europe,1. High income: OECD,35,0.7407407407407408,Süddeutsche Zeitung,Germany,Center left
Japan,Asia,1. High income: OECD,4,0.08465608465608467,Süddeutsche Zeitung,Germany,Center left
Lebanon,Asia,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Luxembourg,Europe,1. High income: OECD,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Mali,Africa,5. Low income,8,0.16931216931216933,Süddeutsche Zeitung,Germany,Center left
Mexico,North America,3. Upper middle income,4,0.08465608465608467,Süddeutsche Zeitung,Germany,Center left
Monaco,Europe,2. High income: nonOECD,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
Montenegro,Europe,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Myanmar,Asia,5. Low income,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
Netherlands,Europe,1. High income: OECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Niger,Africa,5. Low income,28,0.5925925925925926,Süddeutsche Zeitung,Germany,Center left
Niue,Oceania,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
North Korea,Asia,5. Low income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Norway,Europe,1. High income: OECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Oman,Asia,2. High income: nonOECD,4,0.08465608465608467,Süddeutsche Zeitung,Germany,Center left
Pakistan,Asia,4. Lower middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Peru,South America,3. Upper middle income,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Poland,Europe,1. High income: OECD,17,0.35978835978835977,Süddeutsche Zeitung,Germany,Center left
Portugal,Europe,1. High income: OECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Republic of Serbia,Europe,3. Upper middle income,4,0.08465608465608467,Süddeutsche Zeitung,Germany,Center left
Russia,Europe,3. Upper middle income,14,0.2962962962962963,Süddeutsche Zeitung,Germany,Center left
Rwanda,Africa,5. Low income,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
Saudi Arabia,Asia,2. High income: nonOECD,7,0.14814814814814814,Süddeutsche Zeitung,Germany,Center left
Senegal,Africa,4. Lower middle income,9,0.1904761904761905,Süddeutsche Zeitung,Germany,Center left
Sierra Leone,Africa,5. Low income,5,0.10582010582010584,Süddeutsche Zeitung,Germany,Center left
South Africa,Africa,3. Upper middle income,3,0.06349206349206349,Süddeutsche Zeitung,Germany,Center left
South Korea,Asia,1. High income: OECD,5,0.10582010582010584,Süddeutsche Zeitung,Germany,Center left
Spain,Europe,1. High income: OECD,5,0.10582010582010584,Süddeutsche Zeitung,Germany,Center left
Sri Lanka,Asia,4. Lower middle income,4,0.08465608465608467,Süddeutsche Zeitung,Germany,Center left
Sweden,Europe,1. High income: OECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Switzerland,Europe,1. High income: OECD,27,0.5714285714285714,Süddeutsche Zeitung,Germany,Center left
Syria,Asia,4. Lower middle income,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Thailand,Asia,3. Upper middle income,2,0.04232804232804233,Süddeutsche Zeitung,Germany,Center left
Tunisia,Africa,3. Upper middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Turkey,Asia,3. Upper middle income,9,0.1904761904761905,Süddeutsche Zeitung,Germany,Center left
Uganda,Africa,5. Low income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
Ukraine,Europe,4. Lower middle income,7,0.14814814814814814,Süddeutsche Zeitung,Germany,Center left
United Arab Emirates,Asia,2. High income: nonOECD,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
United Kingdom,Europe,1. High income: OECD,20,0.4232804232804233,Süddeutsche Zeitung,Germany,Center left
United States of America,North America,1. High income: OECD,48,1.0158730158730158,Süddeutsche Zeitung,Germany,Center left
Zambia,Africa,4. Lower middle income,1,0.021164021164021166,Süddeutsche Zeitung,Germany,Center left
